model_no,product_category,product_subcategory,product_group,product_sub_group,brand,product_name,product_description,actual_price,discount_price,filter_1,filter_2,filter_3,filter_4,filter_5,ratings_and_reviews,attr1:color,attr1:image:1,attr1:image:2,attr1:image:3,attr1:image:4,attr1:image:5,tag_1,tag_2,tag_3,tag_4,tag_5,var1:model_no,var1:product_name,var1:product_description,var1:actual_price,var1:discount_price,var1:attr1:color,var1:attr2:image,var2:model_no,var2:product_name,var2:product_description,var2:actual_price,var2:discount_price,var2:attr2:color,var2:attr2:image,total_variants,total_attributes
SKU:  B2210107,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - U SHAPED RAIL,2506 Wall mounted rail, 10990,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/U-Shaped-Rail-2506-Wall-mounted-rail-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  B2210105,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - GRAB BAR,Wall mounted grab bar, 2955,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/Grab-Bar-2505-Wall-mounted-grab-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  B2210106,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - GRAB BAR,Wall mounted grab bar 600 mm long, 3415,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/Grab-Bar-2509-Wall-mounted-grab-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  B2210102,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - HAND RAIL,Wall mounted rail, 7585,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/Hand-Rail-2502-Wall-mounted-rail-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  B2210109,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - SHOWER CHAIR (FOLDABLE),Shower chair with back rest, 20845,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/Shower-Chair-foldable-2507-Shower-chair-with-back-rest-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  B2210110,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Sanitaryware - SHOWER CHAIR,Shower chair, 10725,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/Shower-Chair-2508-Shower-chair-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  9601,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - SHELF,Shelf, 2200,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9601-Shelf-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  9602,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - SOAP AND SHAMPOO TRAY,Soap and Shampoo Tray, 850,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9602-Soap.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  S9010109,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - SOAP TRAY,Soap Tray, 800,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9603-Soap-Tray-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  S9010110,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - PAPER HOLDER,Paper Holder, 1100,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9604-Paper-Holder-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  S9010111,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - TOWEL RAIL ENDS PAIR,Towel Rail Ends Pair with 60 cm SS Rod, 1050,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9605-Towel-Rail-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
SKU:  9606,bathroom and kitchen fittings,sanitary ware,accessories,bath accessories,cera,CERA Bath accessories - ROBE HOOK,Robe Hook, 350,,,,,,,,Snow White,https://www.cera-india.com/wp-content/uploads/2016/03/9606-Robe-Hook-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1
