model_no,product_category,product_subcategory,product_group,product_sub_group,brand,product_name,product_description,actual_price,discount_price,filter_1,filter_2,filter_3,filter_4,filter_5,ratings_and_reviews,attr1:color,attr2:image:1,attr2:image:2,attr2:image:3,attr2:image:4,attr2:image:5,tag_1,tag_2,tag_3,tag_4,tag_5,var1:model_no,var1:product_name,var1:product_description,var1:actual_price,var1:discount_price,var1:attr1:color,var1:attr2:image,var2:model_no,var2:product_name,var2:product_description,var2:actual_price,var2:discount_price,var2:attr2:color,var2:attr2:image,total_variants,total_attributes
SKU:  F1003201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003201 Titanium Angle cock,Angle cock with wall flange," 1,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003201-Titanium-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003103,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003103 Titanium Pillar cock high neck,Pillar cock high neck with aerator," 2,220",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/04/F1003103-Titanium-Pillar-cock-high-neck.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003403,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003403 Titanium Wall mixer (3-in-1),Wall mixer (3-in-1) with arrangement for both telephonic shower and overhead shower with 210 mm (8.5″) max. long bend pipe," 6,985",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003403-Titanium-Wall-mixer-3-in-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007101 Topaz Pillar cock,Pillar cock with aerator," 2,365",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007101-Topaz-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007451 Topaz Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 7,600",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007451-Topaz-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007151 Topaz Bib cock,Bib cock with wall flange and aerator," 2,140",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007151-Topaz-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007152,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007152 Topaz Bib cock long nose,Bib cock long nose with wall flange and aerator," 2,300",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007152-Topaz-Bib-cock-long-nose.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007201 Topaz Angle cock,Angle cock with wall flange," 1,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007201-Topaz-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007413,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007413 Topaz Single lever wall mixer (3-in-1),Wall mixer (3-in-1) with arrangement for both telephonic shower and overhead shower with 210 mm (8.5”) max long bend pipe," 10,405",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007413-Topaz-Single-lever-wall-mixer-3-in-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007414,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007414 Topaz Single lever wall mixer,Single lever wall mixer with provision for telephonic shower arrangement," 9,675",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007414-Topaz-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007452 Topaz Single lever basin mixer with extended body,Single lever basin mixer with," 10,655",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007452-Topaz-Single-lever-basin-mixer-with-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007701 Topaz Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (40 mm cartridge with button assembly, cartridge sleeve) Exposed part F1007701  Concealed part F4010101"," 5,490",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007701-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007661,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007661 Topaz Bath tub spout,Bath tub spout with wall flange," 4,450",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007661-Topaz-Bath-tub-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007351 Topaz Concealed stop cock 15 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F1007351  Concealed part-15 mm F4050102"," 2,210",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1007771,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1007771 Topaz Single lever wall mixer (3-in-1) with overhead shower and telephonic hand shower,Single lever wall mixer (3-in-1) with exposed," 31,640",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1007771-Topaz-Single-lever-wall-mixer-3-in-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013163,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013163 Valentina 2-way Bib cock,2-way Bib cock with single handle and wall flange," 4,015",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F1013163-Valentina-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013111,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013111 Valentina Pillar cock,Pillar cock with aerator," 2,780",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F1013111-Valentina-Pillar-Cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013411,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1013411 Valentina Single lever wall mixer,Single lever wall mixer  with long bend pipe," 8,765",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1013411-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013101 Valentina Pillar Cock,Pillar Cock with aerator," 3,640",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1013101-Pillar-cock-with-aerator.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013451 Valentina Single lever basin mixer,Single lever basin mixer with," 5,230",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F1013451-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013452 Valentina Single lever basin mixer (12″) extended body,Single lever basin mixer with 305 mm (12″)," 7,245",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F1013452-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013151 Valentina Bib cock,Bib cock with wall," 4,015",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1013151.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013201 Valentina Angle cock,Angle cock with wall flange," 1,960",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1013201.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013414,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013414 Valentina Single lever wall mixer (2-in-1),Single lever wall mixer (2-in-1)," 6,890",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F1013414-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013551,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013551 Valentina Single lever sink mixer (table mounted),Single lever sink mixer (table mounted)," 5,715",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F1013551-Single-lever-Sink-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013661,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013661 Valentina Bath tub spout,Bath tub spout with wall flange," 2,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/11/F1013661-Bath-tub-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1013351,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1013351 Valentina Stop Cock 15 mm,Stop cock consisting of exposed part," 2,560",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1013351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015778,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015778 Victor Shower mixer,"Shower mixer consisting of exposed part (lever, flange) and concealed part (cartridge sleeve) Exposed part F1015778  Concealed part F4075101", 955,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F1015778-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015154,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1015154 Victor wall mounted basin faucet,Wall mounted basin faucet," 2,600",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/F1015154CH-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1015161 Victor 2-Way bib cock with side handle,2-Way bib cock with side handle," 2,085",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/Victor-F1015161CH.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015403,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1015403 Victor Wall mixer (3-in-1),Wall mixer (3-in-1) with arrangement for both telephonic shower and overhead shower with bend pipe Cat.No. F1015403," 4,940",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/F1015403-Victor.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015101 Victor Pillar cock,Pillar Cock with Aerator," 1,420",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015101-Victor-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015102 Victor Pillar cock extended body,Pillar cock with 290 mm (11.5”)," 3,000",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015102-Victor-Pillar-cock-long-ext-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015251,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015251 Victor Sink cock wall mounted,Sink cock (wall mounted)," 1,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015251-Victor-Sink-cock-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015151 Victor Bib cock,Bib cock with wall flange," 1,315",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015151-Victor-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015163,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015163 Victor 2-Way Bib cock,2-Way bib cock with single knob," 1,385",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015163-Victor-2-Way-bib-cock-single-knob.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015452 Victor Single Lever Basin Mixer,Single lever basin mixer with 315 mm (12.5”)," 5,840",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015452-Victor-Single-lever-basin-mixer-long-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015201 Victor Angle cock,Angle cock with wall flange, 935,,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015201-Victor-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1015501,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1015501 Victor Sink mixer,Sink mixer (wall mounted)," 3,170",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2018/02/F1015501-Victor-Sink-mixer-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020101 Vine Pillar cock,Pillar cock with aerator," 1,630",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1020101-VINE-f11@0145.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020102 Vine Pillar cock extended,Pillar cock with 305 mm (12”) long extended body and aerator," 3,450",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1020102-VINE-f11@0151.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020451 Vine Basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 3,460",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1020451-VINE-f11@0157.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020452 Vine Basin mixer extended,Single lever basin mixer with 300 mm (12″) extended body and 600 mm braided connection pipe (without pop-up)," 6,720",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/VINE-F1020452-SL-Basin-Mixer-EXT.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020701 Vine Concealed Diverter,"Push type single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, wall flange) and Concealed part (35 mm cartridge with button assembly, cartridge sleeve)"," 3,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/VINE-F1020701-Exposed-part-of-SL-Con-Div.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020401 Vine Wall mixer,Wall mixer with bend pipe for overhead shower," 5,330",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/Vine-F1020401-Cera-23-11-21-Day-20530.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020411,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020411 Vine Wall mixer,Single lever wall mixer with bend pipe for overhead shower," 6,280",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/Vine-F1020411-WM.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020501,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020501 Vine Sink mixer,"Sink mixer (wall mounted) with 165 mm (6.5″) long swivel spout, connecting legs and wall flanges"," 3,650",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/Vine-F1020501-Cera-23-11-21-Day-20522.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020251,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020251 Vine Sink cock,Sink cock (wall mounted) with 165 mm (6.5″) long swivel spout and wall flange," 1,860",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1020251-VINE-f11@0141.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020201 Vine Angle cock,Angle cock with wall flange," 1,080",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/Vine-F1020201-Cera-23-11-21-Day-20580.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020151 Vine Bib cock,Bib cock with wall flange and aerator," 1,510",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/F1020151-VINE-f11@0133.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1020161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1020161 Vine Bib cock,"2-Way bib cock with side handle, wall flange and aerator"," 2,400",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/12/Vine-F1020161-Cera-23-11-21-Day-20574.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099652,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099652 Winslet Wall mounted basin spout,Wall mounted basin spout and operating lever consisting of exposed part and concealed part," 4,180",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1099652-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099473 Winslet Wall Mounted Single Lever Basin Mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part," 5,800",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1099473-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099474,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099474 Winslet Wall Mounted Single Lever Basin Mixer with 2mm Metal Sheet,Wall mounted single lever basin mixer with 2.0 mm thick sheet metal wall flange consisting of exposed part and concealed part," 6,300",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1099474-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099101 Winslet Pillar cock with aerator,Pillar cock with aerator," 2,295",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099101.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099104,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099104 Winslet Pillar cock with swivel swan,Pillar cock with swivel swan neck spout and aerator," 3,035",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099104.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099102 Winslet Pillar cock with 310 mm,Pillar cock with 310 mm (12”) long extended body and aerator," 4,455",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099102.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099451 Winslet Single lever basin mixer,Single lever basin mixer with 450 mm," 4,615",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099451.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099452 Winslet Single lever basin mixer,Single lever basin mixer with 305 mm (12″) extended body and 600 mm braided connection pipe (without pop-up)," 6,135",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099452.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099201 Winslet Angle cock,Angle cock with wall flange," 1,720",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099201.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099351 Winslet Stop cock,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm"," 2,010",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/F1099351-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099351 Winslet Stop cock,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm"," 1,985",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/F1099351-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1099151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1099151 Winslet Bib cock,Bib cock with wall flange and aerator," 2,025",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/01/Winslet-F1099151.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F9050452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F9050452 Single lever basin mixer,Single lever basin mixer with 320 mm extended body 600 mm braided connection pipe (without pop-up)," 9,900",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/CG-322A-Single-lever-basin-mixer-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CQ 504,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F9030152 Bib cock long body,Bib cock long body with wall flange and 200 mm lever handle," 2,475",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/CQ-504.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F9030453,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F9030453 Clinical Faucet,Single lever clinical faucet," 3,830",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F9030453.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU:  F2008163,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008163 Crayon 2-way bib cock,2-way bib cock with single handle and wall flange," 2,010",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F2008163-Crayon-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008161,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008161 Crayon 2-Way bib cock with side handle,"2-Way bib cock with side handle, wall flange and aerator Cat.No.F2008161"," 2,210",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/12/Crayon-F2008161CH.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008101,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008101 Crayon Pillar cock,Pillar cock with aerator New Cat No: F2008101    ," 1,550",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008101-Crayon-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008102,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008102 Crayon Pillar cock extended body,Pillar cock with 310 mm (12”) long extended body with aerator," 3,255",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F2008102-Crayon-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008103,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008103 Crayon Pillar cock high neck,Pillar cock high neck with aerator," 2,140",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008103-Crayon-Pillar-cock-high-neck.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008104,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008104 Crayon Pillar cock swan neck (Left),Pillar cock with swan neck spout (left) and aerator," 2,480",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008104-Crayon-Pillar-cock-swan-neck-Left.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2008151,bathroom and kitchen fittings,sanitary ware,faucet,quarter turn faucet,cera,CERA Quarter Turn Faucets - F2008151 Crayon Bib cock,Bib cock with wall flange and aerator," 1,390",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F2008151-Crayon-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
